Name,Start Time,Duration,Run ID,Source Type,Status,dataset__target_,dataset_batch_size,dataset_max_seq_len,dataset_num_workers,dataset_pin_memory,dataset_pretrained_path,dataset_thereshold,model__target_,model_amino_vocab_size,model_batch_size,model_condense_graph_dim,model_condense_num_dim,model_condense_text_dim,model_dropout_prob,model_eps,model_lr,model_max_epochs,model_node_dim,model_num_feature_dim,model_num_gnn_layers,model_post_fusion_dim,model_post_fusion_dropout_prob,model_pretrained_path,model_rank,model_train_size,model_warmup_epoch,model_weight_decay,model_with_intermediate_layer,model_with_lowrank_tensorfusion_network,model_with_lstm,model_with_tensorfusion_network,trainer__target_,trainer_accelerator,trainer_accumulate_grad_batches,trainer_gpus,trainer_max_epochs,trainer_min_epochs,trainer_progress_bar_refresh_rate,trainer_resume_from_checkpoint,trainer_weights_summary,test/acc_mean,test/acc_std,test/auroc_mean,test/auroc_std,test/f1_mean,test/f1_std,test/loss_mean,test/loss_std,test/prec_mean,test/prec_std,test/rec_mean,test/rec_std,val/f1_mean,val/f1_std
GraphAndNumModule151116853,2022-02-24 16:10:09,64ms,8aa8dbc077d24d148c98eb2b22c9eea1,LOCAL,FINISHED,src.datamodules.graph_and_num_datamodule.GraphAndNumModule,16,,0,False,,8.0,src.models.graph_and_num_model.GraphAndNumModule,29.0,32,,,,0.1,1e-08,5e-05,20,128.0,100.0,2.0,,,,,13676,5,0.01,,,,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.7635698556900025,0.0258775128229911,0.5035535573959351,0.0195910716110601,0.1335768759250641,0.0417822317018176,0.6396543860435486,0.0077598507365615,0.1980726569890976,0.0239731505717459,0.1087019518017768,0.0578301362553575,0.0975230924785137,0.0487833582790298
GraphModule1535675291,2022-02-24 15:46:19,106ms,6fc49ad7fc504d69b4729af898b0e945,LOCAL,FINISHED,src.datamodules.graph_datamodule.GraphDatasetModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.graph_model.GraphModule,29.0,32,,,,0.1,1e-08,5e-05,20,128.0,,2.0,,,,,13676,5,0.01,,,,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.8169714689254761,0.0122705161368467,0.5105744123458862,0.0107778200673077,0.0207119762897491,0.0414239525794982,0.6402835249900818,0.0023426080463197,0.0571428596973419,0.1142857193946838,0.0126482218503952,0.0252964437007904,0.0147903429344296,0.0224780641074216
TextAndNumModule366120442,2022-02-24 15:26:23,61ms,ab84cd76ceaa483abcb8d8764a05e15d,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,500.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.944550120830536,0.0056361071231375,0.9489993095397948,0.0078393702840645,0.8409874439239502,0.0163219387837423,0.3198703169822693,0.0384154424038254,0.8604231476783752,0.0195742750296542,0.8232466578483582,0.0291295856558036,0.8527003049850463,0.0155153584060941
TextAndGraphAndNumModule1397311077,2022-02-24 13:51:31,88ms,88fd2bafa5254647acee7f78b3c101b0,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,13676,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9426481366157532,0.0085885483395311,0.9608165860176088,0.0056545851504384,0.8401837944984436,0.0204355443092121,0.251862421631813,0.0250693139401084,0.838262403011322,0.0312992266595335,0.8434053063392639,0.0307575414046744,0.8445029497146607,0.0176598867615775
TextAndNumModule2833307578,2022-02-24 10:48:50,68ms,116adc9fbc6c444cb360287e10d41aad,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,500.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9479151487350465,0.0094749299726425,0.962834084033966,0.0055652868562071,0.8526941657066345,0.027031804933706,0.2708222061395645,0.0406372724383975,0.8614964365959168,0.0363364015959832,0.8465796709060669,0.0476837626002052,0.8444912433624268,0.0153247448303599
TextAndGraphAndNumModule1601342390,2022-02-24 09:26:47,89ms,bac33ba0b6644fdd8105db80d103c526,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,180.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,13676,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.943672287464142,0.0116310853047794,0.9547270894050598,0.0141628210143664,0.8421733975410461,0.0323846689238607,0.2886633038520813,0.077394259260689,0.8418923139572143,0.0333359633912428,0.8439140796661377,0.0476120945770673,0.8437422513961792,0.0202168042158239
TextAndNumModule4004620124,2022-02-24 06:25:27,65ms,abd3f86f8ded4dba87d1d4c4bb4bfe8b,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,300.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9446964263916016,0.0069952012943872,0.9529696106910706,0.0151401399268504,0.842641007900238,0.0201948170726415,0.295003205537796,0.0580815083515072,0.8546030640602111,0.0208697256147899,0.8315953254699707,0.0292454290664136,0.853008759021759,0.014230938453674
TextAndGraphAndNumModule4086146606,2022-02-24 05:05:15,86ms,a531320aae6d43f8a3e826031e043f60,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,180.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,13676,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9442574977874756,0.0106250738370162,0.9653695583343506,0.0136583285017797,0.846444571018219,0.026847733512834,0.2569691687822342,0.0472429506211846,0.8340846776962281,0.0194586465709437,0.8597415685653687,0.0400057554429425,0.8510356545448303,0.030946232948769
TextAndNumModule2589843828,2022-02-24 02:04:14,74ms,6ad5cbbfa23a442e833e67b97e5528bc,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,300.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9429407596588136,0.008863290318078,0.9590813398361206,0.0057617018748097,0.8393887758255005,0.0257160649219128,0.2685477167367935,0.0289657598440839,0.8412038922309876,0.0216101004684608,0.8378758192062378,0.0328941358830881,0.8461008429527282,0.0139524276450534
TextAndGraphAndNumModule3635504380,2022-02-24 00:44:13,85ms,5e96a70dfa3f4271a412697677a410b5,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,13676,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9441112041473388,0.010163785818916,0.959717845916748,0.0052373500388366,0.8397454977035522,0.0319416935060392,0.2825677722692489,0.0248517907040139,0.8563523650169372,0.025489834540678,0.8254933476448059,0.052176454021676,0.8452922821044921,0.0133130257160387
TextAndNumModule413261109,2022-02-23 21:26:42,58ms,b2bc6ba92ff94a82b1e081f0796d2e10,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9471836090087892,0.0113271373199993,0.965753972530365,0.0129729917059173,0.8509233474731446,0.0321889034231991,0.2592657923698425,0.0407159861402069,0.8556400418281556,0.034625352323776,0.8472623348236084,0.0409017026102535,0.8654452562332153,0.0292196245148921
TextAndGraphAndNumModule3445857935,2022-02-23 20:17:42,84ms,54fdb04a718649ceb9506708fe40f05b,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,13676,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9398683309555054,0.0108838249837843,0.9647807121276856,0.0115588008560145,0.832841670513153,0.0239471663179059,0.2604271590709686,0.0744551553095361,0.8338958740234375,0.0495762114964954,0.8368505835533142,0.0520751880944275,0.8406739830970764,0.0181142267437874
TextAndNumModule331844549,2022-02-23 16:48:12,69ms,250afda403c64d88b8c24321d7535fa6,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9442575097084044,0.0070984806216461,0.956334400177002,0.0133300643415573,0.8425325751304626,0.0200084108045806,0.291000235080719,0.057756714958332,0.8491758465766907,0.0263568012803317,0.8373088598251343,0.0353595693457041,0.8449997782707215,0.013649915847378
TextAndNumModule3265460656,2022-02-23 12:39:42,67ms,1e00772296ab42f187044341266bebb5,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,180.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9448427319526672,0.005771209443108,0.9677262425422668,0.0051972096474085,0.8435601353645324,0.0171107226210656,0.2602217376232147,0.0091567566368125,0.8530699133872985,0.0311408264503945,0.8351373672485352,0.0194745684151543,0.8539122104644775,0.015141560233042
TextAndNumModule2142382196,2022-02-23 08:27:35,73ms,a1c63c7560d24f35b70bdf82e1c54ce0,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,180.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9414777040481568,0.0038431531112535,0.9605827093124388,0.0059884968210892,0.8331599235534668,0.0099126959601561,0.2457612603902816,0.0262796765461009,0.8481804132461548,0.0291954061895071,0.8201002717018128,0.0247263315261141,0.8422935962677002,0.0196910054815336
TextAndNumModule2950602157,2022-02-23 04:06:26,62ms,fcbf7c23935646cca4d8c706030058aa,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9433796763420104,0.00652006514366,0.9588973999023438,0.0169840973788954,0.8380349516868592,0.0221917357854777,0.3022967308759689,0.0538711361809446,0.8535232543945312,0.0268137602180033,0.8250174045562744,0.0420317250152745,0.8481434941291809,0.0192971191630207
TextAndNumModule1171927391,2022-02-22 23:46:21,65ms,d5b6a1cf05d24b7b86f7feffc6a174bf,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9444038152694704,0.0063098456086466,0.9584228038787842,0.0098322114134559,0.8431913495063782,0.0182674468765759,0.281668096780777,0.0574519246983065,0.8474599599838257,0.0082360807393611,0.8395367860794067,0.0325481294383097,0.8480205178260803,0.0132187639195426
TextAndGraphModule386037688,2022-02-22 19:14:00,69ms,2cd2565b03e14819a82e10313b2b9c28,LOCAL,FINISHED,src.datamodules.text_and_graph_datamodule.TextAndGraphModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_model.TextAndGraphModule,29.0,32,,,,,1e-08,5e-05,20,128.0,,2.0,,,dmis-lab/biobert-v1.1,,13676,5,0.01,,,,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.942209219932556,0.012038048341434,0.9623814463615418,0.0166230995494804,0.8337078094482422,0.03584584222974,0.263634443283081,0.0470459209412408,0.8558494448661804,0.0346086002514738,0.8158161878585816,0.0632074063122215,0.8440647006034852,0.0208340149170888
TextModule2042532696,2022-02-22 14:35:31,60ms,dbe61fe5ede94be397525a10ec0c4cda,LOCAL,FINISHED,src.datamodules.text_datamodule.TextDatasetModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_model.TextModule,,32,,,,,1e-08,5e-05,20,,,,,,dmis-lab/biobert-v1.1,,13676,5,0.01,,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9465983867645263,0.0107711379255592,0.9730801224708556,0.0084608619617372,0.8514355778694153,0.0270759149788387,0.2800287187099456,0.0289616378689758,0.8472763776779175,0.0374769438686252,0.8568795323371887,0.033184505532473,0.8584752082824707,0.0199563484347814
